hour,is_peak_hour,weather_condition,brt_lane_isolated,avg_speed_kmh,conflict_risk_index,delay_minutes
6,0,0,1,15.47228738987031,0.11999663382302238,0.0
22,0,0,1,15.514493457455943,0.989685988341136,0.0
12,0,0,1,42.49809904927233,0.137285279937449,0.0
18,1,0,1,36.18475506357162,0.9710224638836366,0.7529107084
9,1,0,0,24.26867970204458,0.5948777605279584,5.010263549139635
9,1,0,1,18.979337328028596,0.9668431243585599,0.3903530579083285
11,0,0,0,30.349071536852314,0.2032782394724519,0.0
17,1,0,1,15.160384825630933,0.541367667266962,1.8102761947474302
12,0,0,1,43.15241231574432,0.2525536826794528,0.0
15,0,0,1,27.444453581668416,0.14587738932019817,0.0
12,0,2,1,27.070048657119983,0.6557762035560804,1.6983197601362745
8,1,0,1,26.717808227453467,0.2870050788655223,0.0
18,1,0,1,17.07984991163294,0.6289273164587913,2.405226661084624
18,1,0,1,34.149667193754794,0.20112803375408705,0.0
13,0,0,0,36.9901085888506,0.3987878242894325,0.0
14,0,0,1,35.28376192764871,0.8034693022479225,0.0
12,0,0,0,19.15306479988183,0.49334636965796885,1.3037502613290983
6,0,0,0,32.36520504106778,0.6649708734076027,0.44722362287808787
8,1,0,1,32.08453452516761,0.6827121466709913,3.6682157371449033
18,1,2,1,41.05232363824146,0.8593795395885643,7.767322802944574
22,0,1,1,26.37382975126941,0.39243051496597714,0.0
6,0,0,1,26.14457830978303,0.7185660063242658,0.0
11,0,0,1,33.55581176154557,0.9654542263415491,0.0
11,0,1,0,33.992179604985395,0.7572190009220813,4.882290706587237
17,1,0,0,29.07855681977371,0.5408834290459701,3.632170698179574
18,1,0,1,28.291780869912632,0.6676457000427363,0.8918358394852858
18,1,2,1,29.82443011913648,0.7657146079867974,7.487483554627271
20,0,0,1,40.83135898509936,0.6510481891244851,0.0
21,0,0,1,28.835007037617302,0.11500823214085525,0.0
16,0,2,0,43.19795375909467,0.27529614791850326,3.3006575019587303
10,0,0,1,30.120112907889784,0.8294213954939195,0.0
9,1,0,1,43.47602079542674,0.3453855825812362,0.0
8,1,0,0,39.984957056072275,0.7584059076050206,4.4682623784813815
20,0,1,1,25.87293967847487,0.43490819371752887,0.0
14,0,1,1,40.909242638898476,0.5696958953421488,0.0
22,0,1,0,18.301898526033455,0.16117596983746335,1.7256315407920735
19,1,0,1,42.751415260290436,0.2631030049447386,0.0
20,0,1,1,33.94930545248675,0.9614772671673111,1.6406916196763282
6,0,2,0,16.631722455669337,0.9011242481022226,7.77579286188637
8,1,0,1,34.32770170952435,0.6870475998091452,1.604843248763892
21,0,2,0,44.22742962434268,0.5136801376471637,3.9791803388535287
16,0,1,1,17.094019638438866,0.7081851636057014,0.8617271595584708
17,1,0,1,31.64063129340259,0.656749260184545,0.0
15,0,0,1,37.43383049278117,0.6116970300441509,0.0
21,0,0,1,39.30775760098594,0.15325936467718765,0.0
13,0,0,1,27.414823959623874,0.6695223495953562,0.0
11,0,0,1,21.12499677504729,0.7920280401140515,0.0
17,1,0,1,16.270268363171514,0.994673489181018,4.454925254938116
13,0,1,0,32.391784712916746,0.10997069733487871,3.086959131535777
9,1,2,1,28.587332108028324,0.757156107979609,7.466739086427063
13,0,1,1,43.462331854491325,0.6146103843423825,0.0
10,0,0,1,16.818147231447295,0.490646958472861,0.0
14,0,0,0,35.56186030338017,0.2148131571142338,0.0
9,1,0,1,15.748986663601714,0.46817663377138863,2.501333153249682
22,0,0,1,20.143025301316282,0.41893946468752175,0.0
14,0,1,1,28.607369997685023,0.372546900080868,0.0
6,0,2,1,28.646173284086046,0.757791660989987,5.8885534175405505
18,1,0,0,35.57101628800932,0.7306529691558374,4.422927694639763
21,0,2,1,42.3063910460327,0.6301180818828204,1.880268024691171
18,1,1,1,34.17096476744763,0.9447983319640351,7.051120363011492
19,1,0,0,43.606052935545264,0.414868945762769,3.4531951560875305
8,1,1,1,41.44846919633993,0.3194217439391616,1.7333992758939756
11,0,0,1,32.53499386592371,0.6903129817885596,0.0
10,0,0,0,40.01375852756482,0.2789326548436627,0.0
20,0,0,1,34.27732830970902,0.38350945646508217,0.0
7,1,0,1,17.356734927711813,0.30214219606739634,0.5618303851099976
15,0,0,1,37.2169416977853,0.1622382109466511,0.0
18,1,0,0,17.847253238020386,0.8447488674721061,6.31223641918008
10,0,0,1,32.82248341709138,0.3290864886294951,0.0
6,0,0,1,36.07920617574686,0.5257247530087187,0.0
6,0,0,1,16.995828246325658,0.13898374592888077,0.0
20,0,0,1,21.923839617795952,0.7294055196273788,0.0
22,0,0,1,42.470166967849494,0.3975049020756618,0.0
16,0,0,1,33.48943476698689,0.770263055046289,0.0
22,0,0,1,22.388580564315948,0.4711627544210796,0.0
18,1,0,1,35.7203931344402,0.27618004576506217,0.0
6,0,0,1,32.90329259885069,0.5618575740538323,0.0
7,1,0,1,30.04727099753845,0.21745410367369583,0.0
14,0,1,1,44.28560924964251,0.49648524388569526,0.0
8,1,0,1,35.50361332222526,0.38557492967843787,0.0
6,0,0,1,26.26323329003738,0.9207636257796699,0.0
21,0,2,1,39.00220296230604,0.15483584954864796,0.35456730637939293
11,0,1,1,41.537498787635634,0.7246156726951678,0.0
22,0,2,1,18.756616785504942,0.2644760493886923,3.0412943888472928
10,0,1,1,21.016589335357995,0.3871405668990159,0.0
10,0,0,1,21.48681027383339,0.47396265675585936,0.0
11,0,0,1,35.736354281596206,0.9172135804374768,0.0
8,1,0,0,33.0911866515985,0.3183204394664426,1.4637194249613423
10,0,0,0,33.56974694095764,0.1821779222902032,0.0
10,0,0,1,43.22319899068503,0.3868206435914713,0.0
15,0,0,0,38.27734598421918,0.19420837348198,0.0
15,0,0,0,18.838107735353496,0.21573683736449728,0.1368763302237015
22,0,1,1,25.425212472755433,0.616465538177524,1.1072233966444764
19,1,1,0,28.06180938527207,0.154811739789544,5.521577685677361
14,0,0,0,26.878847662428146,0.12783779325420944,0.0
19,1,1,1,35.07925827485637,0.742972691323448,5.767897065594115
6,0,0,0,41.75679309769688,0.42548238535694005,0.0
18,1,1,1,24.18154390568364,0.21283781431048596,2.3669514891279593
18,1,0,1,31.556314092635567,0.3282514937737374,0.0
9,1,2,1,38.68228265740757,0.6778778566171592,5.682852950881591
6,0,0,0,27.486541765360478,0.3479829104267661,0.0
22,0,0,1,20.043543851978875,0.5450690126083672,0.0
13,0,0,1,29.24852895791245,0.20952577605400508,0.0
7,1,0,1,16.656675622290855,0.6292842738449023,2.66222319240478
13,0,0,1,43.2715036200683,0.3844699154589377,0.0
12,0,0,1,17.244636155849193,0.6642715910758449,0.0
7,1,0,1,28.153701457517343,0.8275553940736206,1.4810787048528415
8,1,0,1,30.896437832655785,0.6504817774509932,0.6512138057627396
17,1,0,1,44.55911496861856,0.36617280633551863,0.0
6,0,2,1,19.980654709285822,0.3301693313934704,1.512192433289676
17,1,0,1,18.432945558370758,0.39467886286010323,0.0
10,0,0,0,15.261184411876307,0.24815846191285437,0.5580039782380926
22,0,0,1,19.66714310607907,0.26305466576501807,0.0
21,0,1,0,21.21818937203003,0.8116219917101511,5.854841845141417
20,0,0,0,33.917428247492765,0.44625931885670045,0.0
20,0,2,0,21.59120371174201,0.4923956625135273,5.842943614257762
10,0,1,1,15.615624441879756,0.6346445190101301,1.9932451352512386
19,1,0,1,39.79855036507466,0.6306881456363929,0.0
7,1,0,0,25.967871030119003,0.16063918436973318,2.0477353133575136
16,0,1,0,25.610900597422017,0.848386707703899,5.933210575438068
12,0,1,1,24.074370875037797,0.2595938979015455,0.0
11,0,0,1,44.26119831439263,0.7507644724447019,0.0
7,1,0,1,20.103462519278445,0.7954038893153499,2.955466510175553
11,0,1,1,41.947141918597055,0.7434095806821823,0.0
7,1,0,1,38.30409996419664,0.6210798818987306,0.022302394213606164
20,0,2,0,17.294398664979393,0.11314809739799458,3.3367090696338497
7,1,0,1,44.60187304502546,0.4243379431268536,0.0
11,0,0,1,23.140978906170318,0.644355486426323,0.0
6,0,1,0,17.95748781067237,0.4487061663302848,0.7775360531573767
20,0,0,1,39.879427023772784,0.8771319054215317,0.0
15,0,0,0,36.20026601033099,0.3779220478146539,0.0
22,0,0,1,33.51656417633703,0.36418131321279446,0.0
10,0,0,1,19.679425910967993,0.3393979237833922,0.0
9,1,0,1,29.354883487678855,0.399502782064716,2.2361294540417123
15,0,0,1,38.41668080661641,0.6016644678827685,0.0
22,0,0,1,24.10871814431521,0.7363137648453317,0.0
15,0,1,0,24.350694855451245,0.6963111259649066,5.732789718482273
22,0,0,0,15.094227181443664,0.8269460379833317,2.2815173343320327
10,0,0,1,20.227302049361384,0.8973225959476824,0.0
7,1,0,1,41.26216875365503,0.8344711381090162,1.7634285491023456
11,0,2,0,28.252394749131213,0.11705086303691913,3.6065033764782775
7,1,1,1,44.52703497703302,0.7623261581967898,2.6178730429639785
18,1,0,0,26.871238907213776,0.28755961625649845,1.478279213355896
16,0,0,1,36.45559364340724,0.21963523843718438,0.0
16,0,0,0,23.457571287141874,0.674639906319222,0.7666725566258541
21,0,1,1,25.914289234228004,0.38776887586692543,0.0
16,0,1,1,20.72177962772684,0.15140544703339895,0.0
20,0,0,0,25.41187105498185,0.2238667609585252,0.0
21,0,1,1,31.417125612619294,0.10083647518296496,0.0
16,0,1,1,44.75318642937748,0.9129012646102366,0.0
21,0,0,0,34.92605139215357,0.12215618545711474,0.0
13,0,0,0,20.977378632249422,0.28851019255856,0.0
9,1,0,0,16.348843247746533,0.4746365026191166,4.267574780117078
13,0,0,0,18.790694439435317,0.4209141933557372,0.0
9,1,1,1,31.87665603819142,0.9205532892214981,4.580948460834016
8,1,0,1,37.95480986450299,0.13626005116108791,0.0
8,1,0,1,43.21257621902241,0.5609932369093464,0.0
10,0,0,0,15.474695159904625,0.7124315162719366,1.6239296523047004
15,0,0,0,30.682804246856094,0.938528176313052,1.410523033741708
11,0,0,0,29.126020686695306,0.658334126911349,1.6918416838772734
6,0,0,1,34.68165065927112,0.8233797124105864,0.0
10,0,0,1,31.78736563396026,0.17535244406081357,0.0
14,0,0,0,35.61117451747442,0.44734555984323465,0.0
17,1,0,1,34.74247754247571,0.43655242103116076,0.0
19,1,0,1,18.510351745738387,0.8976593948101459,3.022125195985594
7,1,0,1,38.991537408561584,0.23623405413694745,0.0
22,0,0,1,18.696977271489747,0.23669755510296725,0.0
19,1,0,1,35.955918756274116,0.3957023348972186,0.0
18,1,0,1,27.4843610292182,0.14901944263015382,0.0
14,0,0,1,30.415522037297936,0.264212236587241,0.0
20,0,0,1,42.098940431271316,0.9686886746911616,0.0
20,0,1,0,41.696511794204596,0.48536554588045555,0.25247945032754404
16,0,0,1,39.53568916965089,0.6688172875801928,0.0
21,0,0,0,30.304451413689698,0.7535001334101732,0.08519339164793682
22,0,1,1,37.08719430401499,0.43026526630648043,0.0
9,1,0,0,30.38691166556428,0.23250436696946528,3.175293987299017
6,0,0,1,41.088182474243325,0.28592291459960273,0.0
13,0,2,1,27.083274996986997,0.3819398289225493,1.6068893307695595
22,0,1,1,44.1070603324463,0.672461578317003,0.0
8,1,0,0,42.969682746866326,0.458452494180149,2.1532517989950657
20,0,0,1,37.248078583553564,0.10613322811011532,0.0
20,0,0,1,23.382476525282158,0.5710664665607247,0.0
19,1,0,1,18.949607663797753,0.929362052716676,3.041338160603864
19,1,0,0,40.64110350279593,0.8308698499078111,3.957060758991781
7,1,0,1,19.959068584138837,0.842690234133668,3.3387792648284513
18,1,0,0,40.627823669920076,0.8155522158455181,5.303601840073676
19,1,0,0,29.722950201370814,0.3913577430493813,3.0581102047385222
12,0,1,1,27.196703514243126,0.7886744503789528,0.586038070110167
8,1,0,1,42.095723365032875,0.2288452220300737,0.0
20,0,0,1,33.11552947620834,0.6919445325483582,0.0
19,1,0,1,32.29842021389153,0.6774117100164949,0.006916518696867602
16,0,0,1,31.76297833873193,0.12301281918076121,0.0
20,0,0,1,26.135085480585943,0.8091731202318384,0.0
18,1,0,1,38.56929310587382,0.9129232945856175,0.9670491079706346
11,0,0,1,22.583953320473192,0.3406737506248969,0.0
8,1,0,0,43.16684880123825,0.8311516517675358,2.0276212949513144
20,0,0,1,41.81955615140882,0.17416537467575338,0.0
10,0,0,1,25.124409770246945,0.6399710724349594,0.0
15,0,0,0,36.88391309494991,0.5370821788008494,0.0
12,0,0,1,32.196695833487745,0.5913311799781,0.0
22,0,2,1,25.129479059977037,0.9335846816959106,5.530499109660461
12,0,0,1,44.6556494398634,0.8841837225221681,0.0
17,1,0,1,15.757120375447926,0.8065752915157813,2.154737225611304
22,0,0,1,22.5793809186386,0.3463286119105339,0.0
18,1,0,1,30.60222183333451,0.9206367658174824,1.3104339619266887
9,1,2,1,30.658590104356918,0.18775692321748771,4.344642956944635
15,0,0,1,32.66799224836693,0.867996294902909,0.0
8,1,1,1,37.55028516068758,0.39534406511824705,1.7600858177611278
14,0,0,0,33.70433491557889,0.14839508049578504,0.0
18,1,0,0,33.008443815841105,0.7024212858166735,3.496305197403199
20,0,0,1,16.6054338873913,0.30815193548435993,0.0
9,1,1,1,26.29590863367895,0.31921401327816873,2.466578224874769
20,0,0,1,21.96167219103468,0.37544244960589435,0.0
7,1,0,1,22.96110334805926,0.15731629075226505,0.0
20,0,2,0,31.630124230210345,0.25941442977842866,4.232022990347235
13,0,0,0,20.985159447888254,0.10462566482700428,0.0
13,0,0,1,23.818473030506926,0.5008685689952082,0.0
22,0,0,0,22.112541255520203,0.17582983967617416,0.0
17,1,2,0,43.45508829654584,0.7143873445397791,10.104575828382842
15,0,0,0,43.339971965132854,0.31206056607248356,0.0
14,0,1,1,33.29824675788155,0.9492167296316594,1.508027795928021
10,0,1,1,42.735674061957,0.8841264646587873,0.510435378938575
11,0,0,0,38.5743793640512,0.3604968054713874,0.0
7,1,0,1,32.69843648405426,0.8048939091910109,1.0491608779209027
18,1,0,1,15.193056344903871,0.8229204141983256,3.4764641439918416
11,0,0,1,38.17548858238212,0.9879068027029694,0.0
10,0,1,0,36.07465024765406,0.6380559881611164,2.653920485334101
6,0,1,1,33.457609598472416,0.17376916117929597,0.0
11,0,0,1,37.81272935047415,0.6821535060337428,0.0
11,0,0,1,30.38766494324297,0.6624817735384316,0.0
21,0,0,1,36.12249813964017,0.6745155196783886,0.0
9,1,0,0,43.0551626017948,0.3764310832937904,1.0907443321640904
16,0,0,1,26.27415047538259,0.8737116265722996,0.0
14,0,0,1,36.24365504701876,0.9635249646598707,0.0
8,1,0,0,29.27063454032876,0.2959412616803364,3.492317102396708
13,0,0,1,35.23198955441944,0.17933694232298003,0.0
10,0,0,0,37.886800066630926,0.2750815298516357,0.0
9,1,0,1,16.363575013073877,0.8384969253301469,3.196420536023643
11,0,0,1,34.39801331845986,0.7089801713378627,0.0
7,1,1,1,21.802235532208336,0.672442608105214,6.668660751878545
16,0,0,1,35.100976134227004,0.4616138215984821,0.0
9,1,2,1,29.049905578014403,0.6200451743602922,6.8139694022085155
20,0,1,1,38.206582255946614,0.37708671274693073,0.0
11,0,0,1,18.70202445616789,0.5294800714761652,0.0
22,0,1,1,33.78967054968585,0.8137567255335904,0.0
11,0,0,1,23.35412186782657,0.9831174377099159,0.0
7,1,0,0,40.589459859917746,0.9392400312308217,3.8382993980446702
20,0,0,1,42.85150516908922,0.940479348561624,0.0
16,0,0,1,44.89194881037166,0.4620013613624011,0.0
13,0,0,0,38.8802220728185,0.5219108924561119,0.0
18,1,0,1,37.61202211284014,0.7350718567320834,1.919639357087749
17,1,0,1,21.465022766026532,0.9299727352461559,3.6185358378167987
10,0,0,0,25.08021176970326,0.2277948334168762,0.0
11,0,0,1,28.970476252868387,0.37381767744447625,0.0
9,1,1,1,38.20143143346749,0.22532216013469858,0.9215837271124182
6,0,0,1,42.448975952339055,0.6508076769635098,0.0
22,0,0,0,20.67417300068954,0.37567089719878377,0.0
17,1,1,0,42.67102454010309,0.39349706726131617,6.6020186531282405
20,0,0,1,35.86873957062174,0.16382436353918134,0.0
6,0,0,1,33.32312192055116,0.4148164556268328,0.0
19,1,0,1,20.995238138458184,0.8762468566614268,3.488098869763539
11,0,0,1,16.665750984274517,0.3097655307017515,0.0
10,0,2,0,32.053946955238196,0.7256687195890591,8.003490743029845
16,0,0,1,34.545470499866774,0.6666655104447334,0.0
9,1,2,0,21.32344348064065,0.8771361475322038,11.534445974427332
18,1,0,1,31.69368617476369,0.21905915288593442,0.0
16,0,0,1,40.6948020828772,0.9798309643105388,0.0
8,1,0,1,40.051978363650605,0.624365781436329,0.0
6,0,0,1,42.82065541758892,0.9959267371121329,0.0
11,0,0,0,25.976574286706413,0.9203632532792657,3.267919999627468
15,0,1,1,24.54148717652756,0.29936554490179523,0.0
10,0,1,1,37.48278017942426,0.1505458089129818,0.0
15,0,0,1,27.93337215291015,0.3300751844158254,0.0
17,1,2,0,17.62645992083342,0.5748072840994779,11.380009138829877
7,1,1,1,23.484033920114992,0.254436730358671,1.2538872341565677
18,1,0,1,27.557468565944674,0.25071377006618967,0.0
13,0,0,0,23.77549276428756,0.5163341923946378,0.13096208956296757
7,1,0,1,24.96616712841965,0.1299411740524226,0.0
6,0,0,1,23.813277185231723,0.20969927427904342,0.0
10,0,0,1,16.244975015492383,0.47427520546715285,0.0
14,0,0,0,34.11284102473327,0.15681691828716982,0.0
22,0,1,0,32.91877261060408,0.4570795508099764,1.3480959889949211
14,0,0,0,34.60150495436042,0.5266056393536006,0.0
16,0,0,1,20.769296881008824,0.506139952665803,0.0
20,0,2,1,23.869636248374558,0.8822573716627786,4.141279069751982
11,0,1,0,33.58847780834767,0.5770562095465592,3.489616009750846
8,1,0,1,32.98882705379764,0.5211824162302391,1.2213244817758526
22,0,1,1,30.189909280628036,0.46963832085249957,0.0
10,0,0,0,25.512397500305923,0.8358610404740375,0.0
17,1,0,1,42.387930143240695,0.9055509435998498,0.14698804137334565
19,1,0,1,25.193107268965313,0.8679182222774058,2.1416282654583023
16,0,0,1,28.66857469311755,0.7061919203182517,0.0
14,0,0,1,35.34341492862626,0.22362557137180683,0.0
7,1,0,0,31.290642926002924,0.34918297254281105,2.4254206008812127
17,1,0,1,25.406579290931568,0.1414567573137797,0.0
8,1,0,1,28.069343713695297,0.9377416674911027,2.390424143394902
8,1,0,1,38.83442453560518,0.6947186767218193,0.0
6,0,1,1,23.343874664598374,0.7717265958819174,0.5639631622329131
13,0,0,1,19.267657193304462,0.3804145656240061,0.0
13,0,0,1,24.394896054893312,0.8610881700496081,0.0
16,0,0,1,40.486026464637035,0.33364295533763066,0.0
14,0,0,1,17.6696914456904,0.10147938140120472,0.0
10,0,0,1,44.75088220117355,0.43877346626862457,0.0
19,1,1,1,31.230086967829877,0.6136853328631661,3.5655368506079648
8,1,0,0,44.54537231901282,0.5308343721689703,1.3996415342485327
10,0,0,0,43.16989266257933,0.8758685283189374,0.0
10,0,0,0,28.584411426327502,0.19486475736055026,0.0
19,1,0,1,20.954732238160474,0.598441096570353,2.462156691311976
9,1,0,1,19.946543296954154,0.5616814148388167,1.040258443967936
18,1,0,1,22.199680916098725,0.3532536839549467,1.110243774392924
15,0,0,1,36.30397921693611,0.8400053013193095,0.0
13,0,0,1,23.188499841944633,0.7775637902939857,0.0
13,0,0,0,25.24275808812895,0.7595732685986478,1.524697133181864
12,0,0,1,28.463364119838445,0.8885732304426004,0.0
13,0,1,1,42.396980412643686,0.750506140559369,0.0
19,1,1,1,20.681802536545383,0.3086571625432538,3.0491349114029687
11,0,1,0,15.150796578294093,0.735006440484722,4.608495236239122
6,0,0,1,16.802892311345104,0.3769325320508595,0.0
20,0,0,1,42.14299025040354,0.3179571853127235,0.0
6,0,0,1,34.42549394530089,0.1657032336096646,0.0
22,0,0,1,23.191218579834203,0.769625722312909,0.0
6,0,0,1,20.315775030335733,0.73990086575483,0.0
20,0,0,0,23.82800209911343,0.3110495299066844,0.0
7,1,0,1,18.443907817538403,0.7744411150517404,1.9801566881334778
19,1,2,1,43.24598730853323,0.9260567947841978,7.025342500225721
13,0,0,1,38.526185230958006,0.19722606174242135,0.0
13,0,0,1,28.87173530737622,0.3093729745480975,0.0
12,0,0,1,40.94887815345606,0.775234714678584,0.0
11,0,1,0,22.48374612879697,0.34705600615637044,2.716456558163696
11,0,0,1,36.513617054165806,0.6621975768553451,0.0
8,1,0,1,40.68397497041231,0.17304780201734307,0.0
12,0,0,1,25.703061348698178,0.5069822311931849,0.0
13,0,0,0,37.72393336352153,0.7651822797936577,0.9226133488614596
15,0,0,1,23.85217047792928,0.7178625487389273,0.0
20,0,1,1,23.965714057770924,0.8335648906082261,0.0
20,0,0,1,18.211715356625582,0.889706913942852,0.18189879741111792
6,0,0,1,28.201741395281964,0.7958651511328824,0.0
12,0,0,1,36.89135719492266,0.7044289686450333,0.0
9,1,0,1,43.20662416713855,0.12855024263442805,0.0
11,0,0,0,33.11390975787288,0.5814700060684996,0.0
6,0,0,1,40.89406613207217,0.13392795242336752,0.0
10,0,0,1,39.674839478706815,0.8272610354044203,0.0
6,0,0,1,20.200291589258427,0.3886520720139618,0.0
9,1,0,1,29.574522867378946,0.6061864367061288,0.03000713796321408
7,1,0,0,18.507706065761745,0.3515007765870124,5.038543437574311
15,0,0,0,35.46459484684905,0.8042501299422642,0.5896435645891256
10,0,1,1,43.49699004738228,0.8978522739777123,0.13143557759231822
15,0,0,1,19.112683742362695,0.45877824479175755,0.0
6,0,0,1,37.016493924076244,0.8766301541598901,0.0
11,0,1,1,33.967144526035824,0.34036750671069915,0.0
18,1,0,1,32.50815111024299,0.5811948307679714,0.6297924968297313
20,0,1,1,26.703607040650176,0.8728852868548336,2.661228399860412
9,1,0,1,25.653949432614375,0.39329320835421133,0.19059130782597128
18,1,2,1,16.357475670566636,0.9586380385702772,8.756587719361539
20,0,0,1,21.537261247560405,0.20969155160324526,0.0
13,0,0,1,15.455306468604807,0.11644756275115561,0.0
10,0,0,0,32.44251316746062,0.9137218173203716,3.3829595162561055
20,0,2,1,18.175597076337265,0.16178379953308503,1.745327250932642
9,1,1,1,41.19058182089148,0.9927002763527425,3.7589682084504954
17,1,0,1,30.694290620914956,0.9562571757811955,2.9824980424608594
18,1,0,1,35.99069727176125,0.2233188190326886,0.0
7,1,2,1,27.325712755214894,0.5838261631233093,6.76681052980683
9,1,0,1,31.81739427003146,0.26642826772042993,0.0
9,1,1,0,43.279775308998914,0.4853396557271079,4.976285934932235
16,0,1,1,17.48202118871012,0.15528261633384943,0.0
10,0,0,1,22.618133157710886,0.3015321290169306,0.0
16,0,0,1,38.39964980731633,0.4269455167590096,0.0
15,0,0,1,17.962116206479976,0.49478275022144935,0.0
13,0,0,0,17.269833117123326,0.9797466323880039,2.248277433385853
11,0,1,1,25.846241962621157,0.8270790811155831,0.0
11,0,0,1,17.76503875417297,0.7636689498807515,0.0
13,0,1,1,32.55235326618609,0.5833371832677768,0.0
20,0,0,1,21.788257524497993,0.8559979845439091,0.0
19,1,2,1,41.87093889598117,0.40539055209013997,2.51030382442012
16,0,0,0,38.5050024253577,0.7380092014959845,0.0
17,1,0,1,35.991156182984284,0.9944055778403549,1.7446132764301476
18,1,0,1,33.50832082153506,0.38316601804167894,0.2193475828203948
13,0,1,0,40.9039719102439,0.7066157813955706,2.2899371481409436
6,0,0,0,21.691861846282706,0.8598833777371442,1.3608696553294193
20,0,1,0,41.19326528292683,0.924226825015605,3.650393825868402
13,0,0,0,38.68476895272157,0.7461394218460916,0.0
16,0,0,1,37.444824791630566,0.3552471310754226,0.0
17,1,0,1,31.837670342247723,0.3936539364120518,0.0
17,1,0,1,22.387324829118,0.1186822289115678,0.0
9,1,0,1,27.70643747975689,0.7847973799043587,4.133194686454042
21,0,2,1,38.807119636164046,0.13846564545575624,0.17159770393598972
9,1,2,1,15.953354530719734,0.8781871191424712,8.70188408410502
10,0,2,1,38.461523077912744,0.20679455302708494,0.7960872801730816
10,0,1,1,22.202122214626996,0.25468886092233184,0.0
13,0,0,1,19.32927602164809,0.5288738237490136,0.0
15,0,0,1,18.471039545409063,0.7640923736518681,0.0
22,0,0,1,15.817500358524454,0.22510198467916992,0.0
14,0,1,0,30.707594556643585,0.4960639675598486,3.0893807279638543
19,1,0,1,21.547796180811886,0.5345661469690943,1.1555706894879678
13,0,0,1,44.68295297338895,0.2910570775017322,0.0
14,0,0,1,32.23310267616617,0.20400253901256857,0.0
16,0,0,1,19.136558080680313,0.8527788306870756,0.0
6,0,1,1,35.66287622434096,0.552219084786489,0.0
19,1,1,1,41.93230699529176,0.11294311238573768,2.4552917112171793
10,0,0,1,37.35538486108843,0.8226831711781935,0.0
19,1,2,1,17.29319583118343,0.9827144248731263,9.903897701530335
9,1,0,1,41.87652543577978,0.6453335758728226,0.0
6,0,0,1,38.81788157579894,0.5533375483756636,0.0
13,0,0,1,19.74911700316843,0.8905742767404655,0.0
20,0,0,0,16.553576661984508,0.9572651107161387,3.7955114299354595
20,0,0,1,31.719317259429253,0.7790832243122144,0.0
14,0,2,0,19.68107434019931,0.500907636760859,6.1639764377351005
14,0,0,1,40.03772857785816,0.6329992593982964,0.0
15,0,1,1,25.75003970015021,0.7308418285161993,0.34187986876944926
14,0,0,0,42.38677334209726,0.2748462139016213,0.0
8,1,0,0,31.970645164230174,0.5024809289947942,2.1178594424453108
16,0,0,1,20.480171527190045,0.8468391382455565,0.0
11,0,0,1,19.187966020794,0.6892528136485987,0.0
7,1,0,0,32.294173126732616,0.47008366049066874,2.5351251628321325
12,0,2,1,37.856508355873316,0.6970262806132133,0.4077511476448732
7,1,0,0,38.44516943226546,0.2064001708652139,1.167622863291623
22,0,0,1,23.27272213323844,0.4613478495083887,0.0
16,0,0,1,21.127402767365027,0.8138156841667508,0.0
17,1,0,1,15.502689134771472,0.29845790842298325,0.0
12,0,0,1,35.37597453603508,0.26736535680167595,0.0
11,0,0,1,17.29704775300617,0.9557367939247883,0.0
6,0,0,1,27.622836052977775,0.28890786662760765,0.0
22,0,0,0,33.05046492054888,0.33482672168515126,0.0
16,0,0,0,43.11326834759031,0.9726543450139041,0.609718897016575
22,0,0,0,24.354064108673057,0.7612377132385231,1.5285370264855769
12,0,0,1,22.493164873395592,0.7296368797211754,0.0
22,0,0,0,34.62480462858295,0.8676337454691232,2.2003869694603715
14,0,2,1,33.57717096160745,0.20424077401311486,0.00787884559188845
22,0,0,1,24.963293499243736,0.7353606129220065,0.0
13,0,0,1,42.8430550652936,0.553319748395415,0.0
22,0,0,1,40.34586982468898,0.8462355762557259,0.0
12,0,2,1,21.719476375952436,0.5573275467986749,4.37930980802031
6,0,0,1,22.174276363035695,0.6582172188420209,0.0
18,1,0,1,30.369010406612418,0.5299679137595824,0.0
22,0,1,1,38.20716305192161,0.5303430312002597,0.0
18,1,0,1,16.32121138165393,0.7911729802556484,1.0833259718758566
21,0,0,0,35.8000546120412,0.6657097605825548,0.0
13,0,0,1,34.44707692146291,0.6699368814484694,0.0
6,0,0,1,21.94440287738965,0.5052542354483732,0.0
19,1,2,0,35.44059039724046,0.5779985467037748,8.349661597524628
20,0,1,1,43.20549573756248,0.7711458995843086,0.0
7,1,0,0,16.403575349153055,0.8433468272007264,7.733290291784726
22,0,0,1,24.589561658761877,0.7269052619296416,0.0
11,0,0,0,28.14530149999066,0.9316656899611148,2.7084354837094686
9,1,0,1,41.97781076774069,0.8382916793324808,0.0
6,0,1,1,43.8678433982747,0.6056774108285666,0.0
13,0,0,1,28.323457394889967,0.7042654653793632,0.0
12,0,0,1,37.50085236426574,0.9336774492290764,0.0
8,1,1,1,30.94983071293449,0.6572512398187526,3.4736549476288325
15,0,0,1,31.133488042241297,0.8423262531818476,0.0
15,0,0,0,23.342985451990693,0.7199294532309883,2.3635017486926104
19,1,0,1,21.508687375916384,0.5967427249544198,0.9530334486953734
7,1,2,1,23.640160377721234,0.31765437587381784,6.00888503326972
